Bab,Fasl,Madda,Text,Bab_name,fasl_name
5,8,207," الباب الخامس: نظام الحكم
الفصل الثامن: القوات المسلحة والشرطة

الفرع الخامس: الشرطة
مادة (٢٠٧)
يُشكل مجلس أعلى للشرطة من بين أقدم ضباط هيئة الشرطة، ورئيس إدارة الفتوى المختص بمجلس الدولة، ويختص المجلس بمعاونة وزير الداخلية فى تنظيم هيئة الشرطة وتسيير شئون أعضائها، ويحدد القانون اختصاصاته الأخرى، ويؤخذ رأيه فى أية قوانين تتعلق بها.", الباب الخامس: نظام الحكم,"الفصل الثامن: القوات المسلحة والشرطة

الفرع الخامس: الشرطة"
5,9,208," الباب الخامس: نظام الحكم
الفصل التاسع

الهيئة الوطنية للانتخابات
مادة (٢٠٨)
الهيئة الوطنية للانتخابات هيئة مستقلة، تختص دون غيرها بـإدارة الاستفتاءات، والانتخابات الرئاسية، والنيابية، والمحلية، بدءا من إعداد قاعدة بيانات الناخبين وتحديثها، واقتراح تقسيم الدوائر، وتحديد ضوابط الدعاية والتمويل، والإنفاق الانتخابى، والإعلان عنه، والرقابة عليها، وتيسير إجراءات تصويت المصريين المقيمين فى الخارج، وغير ذلك من الإجراءات حتى إعلان النتيجة.
وذلك كله على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم,"الفصل التاسع

الهيئة الوطنية للانتخابات"
5,9,209," الباب الخامس: نظام الحكم
الفصل التاسع

الهيئة الوطنية للانتخابات
مادة (٢٠٩)
يقوم على إدارة الهيئة الوطنية للانتخابات مجلس مكون من عشرة أعضاء يُنتدبون ندبًا كليًا بالتساوى من بين نواب رئيس محكمة النقض، ورؤساء محاكم الاستئناف، ونواب رئيس مجلس الدولة، وهيئة قضايا الدولة، والنيابة الإدارية، يختارهم مجلس القضاء الأعلى، والمجالس الخاصة للجهات والهيئات القضائية المتقدمة بحسب الأحوال، من غير أعضائها، ويصدر بتعيينهم قرار من رئيس الجمهورية. ويكون ندبهم للعمل بالهيئة ندباً كلياً لدورة واحدة مدتها ست سنوات، وتكون رئاستها لأقدم أعضائها من محكمة النقض.
ويتجدد نصف عدد أعضاء المجلس كل ثلاث سنوات.
وللهيئة أن تستعين بمن ترى من الشخصيات العامة المستقلة، والمتخصصين، وذوى الخبرة فى مجال الانتخابات دون أن يكون لهم حق التصويت.
يكون للهيئة جهاز تنفيذى دائم يحدد القانون تشكيله، ونظام العمل به، وحقوق وواجبات أعضائه وضماناتهم، بما يحقق لهم الحياد والاستقلال والنزاهة.", الباب الخامس: نظام الحكم,"الفصل التاسع

الهيئة الوطنية للانتخابات"
5,9,210," الباب الخامس: نظام الحكم
الفصل التاسع

الهيئة الوطنية للانتخابات
مادة (٢١٠)
يتولى إدارة الاقتراع، والفرز فى الاستفتاءات، والانتخابات أعضاء تابعون للهيئة تحت إشراف مجلس إدارتها، ولها أن تستعين بأعضاء من الهيئات القضائية.
ويتم الاقتراع، والفرز فى الانتخابات، والاستفتاءات التى تجرى فى السنوات العشر التالية لتاريخ العمل بهذا الدستور، تحت إشراف كامل من أعضاء الجهات والهيئات القضائية، وذلك على النحو المبين بالقانون.
وتختص المحكمة الإدارية العليا بالفصل فى الطعون على قرارات الهيئة المتعلقة بالاستفتاءات والانتخابات الرئاسية والنيابية ونتائجها، ويكون الطعن على انتخابات المحليات أمام محكمة القضاء الإدارى. ويحدد القانون مواعيد الطعن على هذه القرارات على أن يتم الفصل فيه بحكم نهائى خلال عشرة أيام من تاريخ قيد الطعن.", الباب الخامس: نظام الحكم,"الفصل التاسع

الهيئة الوطنية للانتخابات"
5,10,211," الباب الخامس: نظام الحكم
المجلس الأعلى لتنظيم الإعلام
مادة (٢١١)
المجلس الأعلى لتنظيم الإعلام هيئة مستقلة تتمتع بالشخصية الاعتبارية والاستقلال الفني والمالى والإدارى، وموازنتها مستقلة.
ويختص المجلس بتنظيم شئون الإعلام المسموع والمرئى، وتنظيم الصحافة المطبوعة، والرقمية، وغيرها.
ويكون المجلس مسئولًا عن ضمان وحماية حرية الصحافة والإعلام المقررة بالدستور، والحفاظ على استقلالها وحيادها وتعدديتها وتنوعها، ومنع الممارسات الاحتكارية، ومراقبة سلامة مصادر تمويل المؤسسات الصحفية والإعلامية، ووضع الضوابط والمعايير اللازمة لضمان التزام الصحافة ووسائل الإعلام بأصول المهنة وأخلاقياتها، ومقتضيات الأمن القومى، وذلك على الوجه المبين فى القانون.
يحدد القانون تشكيل المجلس، ونظام عمله، والأوضاع الوظيفية للعاملين فيه.
ويُؤخذ رأى المجلس فى مشروعات القوانين، واللوائح المتعلقة بمجال عمله.", الباب الخامس: نظام الحكم,المجلس الأعلى لتنظيم الإعلام
5,10,212," الباب الخامس: نظام الحكم
المجلس الأعلى لتنظيم الإعلام
مادة (٢١٢)
الهيئة الوطنية للصحافة هيئة مستقلة، تقوم على إدارة المؤسسات الصحفية المملوكة للدولة وتطويرها، وتنمية أصولها، وضمان تحديثها واستقلالها، وحيادها، والتزامها بأداء مهنى، وإدارى، واقتصادى رشيد.
ويحدد القانون تشكيل الهيئة، ونظام عملها، والأوضاع الوظيفية للعاملين فيها.
ويُؤخذ رأى الهيئة فى مشروعات القوانين، واللوائح المتعلقة بمجال عملها.", الباب الخامس: نظام الحكم,المجلس الأعلى لتنظيم الإعلام
5,10,213," الباب الخامس: نظام الحكم
المجلس الأعلى لتنظيم الإعلام
مادة (٢١٣)
الهيئة الوطنية للإعلام هيئة مستقلة، تقوم على إدارة المؤسسات الإعلامية المرئية والإذاعية والرقمية المملوكة للدولة، وتطويرها، وتنمية أصولها، وضمان استقلالها وحيادها، والتزامها بأداء مهنى، وإدارى، واقتصادى رشيد.
ويحدد القانون تشكيل الهيئة، ونظام عملها، والأوضاع الوظيفية للعاملين فيها.
ويُؤخذ رأى الهيئة فى مشروعات القوانين، واللوائح المتعلقة بمجال عملها.", الباب الخامس: نظام الحكم,المجلس الأعلى لتنظيم الإعلام
5,11,214," الباب الخامس: نظام الحكم
الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية
الفرع الأول: المجالس القومية
مادة (٢١٤)
يحدد القانون المجالس القومية المستقلة، ومنها المجلس القومى لحقوق الإنسان، والمجلس القومى للمرأة، والمجلس القومى للطفولة والأمومة، والمجلس القومى للأشخاص ذوى الإعاقة، ويبين القانون كيفية تشكيل كل منها، واختصاصاتها، وضمانات استقلال وحياد أعضائها، ولها الحق فى إبلاغ السلطات العامة عن أى انتهاك يتعلق بمجال عملها.
وتتمتع تلك المجالس بالشخصية الاعتبارية والاستقلال الفنى والمالى والإدارى، ويُؤخذ رأيها فى مشروعات القوانين، واللوائح المتعلقة بها، وبمجال أعمالها.", الباب الخامس: نظام الحكم,"الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية
الفرع الأول: المجالس القومية"
5,11,215," الباب الخامس: نظام الحكم
 الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية
مادة (٢١٥)
يحدد القانون الهيئات المستقلة والأجهزة الرقابية. وتتمتع تلك الهيئات والأجهزة بالشخصية الاعتبارية، والاستقلال الفنى والمالى والإدارى، ويؤخذ رأيها فى مشروعات القوانين، واللوائح المتعلقة بمجال عملها. وتعد من تلك الهيئات والأجهزة البنك المركزى والهيئة العامة للرقابة المالية، والجهاز المركزى للمحاسبات، وهيئة الرقابة الإدارية.", الباب الخامس: نظام الحكم," الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية"
5,11,216," الباب الخامس: نظام الحكم
 الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية
مادة (٢١٦)
يصدر بتشكيل كل هيئة مستقلة أو جهاز رقابى قانون، يحدد اختصاصاتها، ونظام عملها، وضمانات استقلالها، والحماية اللازمة لأعضائها، وسائر أوضاعهم الوظيفية، بما يكفل لهم الحياد والاستقلال.
يعين رئيس الجمهورية رؤساء تلك الهيئات والأجهزة بعد موافقة مجلس النواب بأغلبية أعضائه لمدة أربع سنوات قابلة للتجديد لمرة واحدة، ولا يُعفى أي منهم من منصبه إلا فى الحالات المحددة بالقانون، ويُحظر عليهم ما يُحظر على الوزراء.", الباب الخامس: نظام الحكم," الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية"
5,11,217," الباب الخامس: نظام الحكم
 الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية
مادة (٢١٧)
تقدم الهيئات المستقلة والأجهزة الرقابية، تقارير سنوية إلى كل من رئيس الجمهورية، ومجلس النواب، ورئيس مجلس الوزراء، فور صدورها.
وعلى مجلس النواب أن ينظرها، ويتخذ الإجراء المناسب حيالها فى مدة لا تجاوز أربعة أشهر من تاريخ ورودها إليه، وتنشر هذه التقارير على الرأى العام.
وتبلغ الهيئات المستقلة والأجهزة الرقابية، سلطات التحقيق المختصة بما تكتشفه من دلائل على ارتكاب مخالفات، أو جرائم، وعليها أن تتخذ اللازم حيال تلك التقارير خلال مدة محددة، وذلك كله وفقًا لأحكام القانون.", الباب الخامس: نظام الحكم," الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية"
5,11,218," الباب الخامس: نظام الحكم
 الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية
مادة (٢١٨)
تلتزم الدولة بمكافحة الفساد، ويحدد القانون الهيئات المستقلة والأجهزة الرقابية المختصة بذلك.
وتلتزم الهيئات والأجهزة الرقابية المختصة بالتنسيق فيما بينها فى مكافحة الفساد، وتعزيز قيم النزاهة والشفافية، ضماناً لحسن أداء الوظيفة العامة والحفاظ على المال العام، ووضع ومتابعة تنفيذ الاستراتيجية الوطنية لمكافحة الفساد بالمشاركة مع غيرها من الهيئات والأجهزة المعنية، وذلك على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية"
5,11,219," الباب الخامس: نظام الحكم
 الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية
مادة (٢١٩)
يتولى الجهاز المركزى للمحاسبات الرقابة على أموال الدولة، والأشخاص الاعتبارية العامة، والجهات الأخرى التى يحددها القانون، ومراقبة تنفيذ الموازنة العامة للدولة والموازنات المستقلة، ومراجعة حساباتها الختامية.", الباب الخامس: نظام الحكم," الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية"
5,11,220," الباب الخامس: نظام الحكم
 الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية
مادة (٢٢٠)
يختص البنك المركزى بوضع السياسات النقدية والائتمانية والمصرفية، ويشرف على تنفيذها، ومراقبة أداء الجهاز المصرفى، وله وحده حق إصدار النقد، ويعمل على سلامة النظام النقدى والمصرفى واستقرار الأسعار فى إطار السياسة الاقتصادية العامة للدولة، على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية"
5,11,221," الباب الخامس: نظام الحكم
 الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية
مادة (٢٢١)
تختص الهيئة العامة للرقابة المالية بالرقابة والإشراف على الأسواق والأدوات المالية غير المصرفية، بما فى ذلك أسواق رأس المال وبورصات العقود الآجلة وأنشطة التأمين، والتمويل العقارى، والتأجير التمويلى، والتخصيم والتوريق، وذلك على النحو الذى ينظمه القانون.", الباب الخامس: نظام الحكم," الفصل الحادي عشر: المجالس القومية والهيئات المستقلة والأجهزة الرقابية, الفرع الثاني: الهيئات المستقلة والأجهزة الرقابية"
6,1,222,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٢)
مدينة القاهرة عاصمة جمهورية مصر العربية.",الباب السادس: الأحكام العامة والانتقالية,
6,1,223,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٣)
العلم الوطنى لجمهورية مصر العربية مكون من ثلاثة ألوان هى الأسود، والأبيض، والأحمر، وبه نسر مأخوذ عن ""نسر صلاح الدين"" باللون الأصفر الذهبى، ويحدد القانون شعار الجمهورية، وأوسمتها، وشاراتها، وخاتمها، ونشيدها الوطنى.
وإهانة العلم المصرى جريمة يعاقب عليها القانون.",الباب السادس: الأحكام العامة والانتقالية,
6,1,224,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٤)
كل ما قررته القوانين واللوائح من أحكام قبل صدور الدستور، يبقى نافذاً، ولا يجوز تعديلها، ولا إلغاؤها إلا وفقاً للقواعد، والإجراءات المقررة فى الدستور.
وتلتزم الدولة بإصدار القوانين المنفذة لأحكام هذا الدستور.",الباب السادس: الأحكام العامة والانتقالية,
6,1,225,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٥)
تنشر القوانين فى الجريدة الرسمية خلال خمسة عشر يوماً من تاريخ إصدارها، ويُعمل بها بعد ثلاثين يوماً من اليوم التالى لتاريخ نشرها، إلا إذا حددت لذلك ميعاداً آخر.
ولا تسرى أحكام القوانين إلا على ما يقع من تاريخ العمل بها، ومع ذلك يجوز فى غير المواد الجنائية والضريبية، النص فى القانون على خلاف ذلك، بموافقة أغلبية ثلثي أعضاء مجلس النواب.",الباب السادس: الأحكام العامة والانتقالية,
6,1,226,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٦)
لرئيس الجمهورية، أو لخُمس أعضاء مجلس النواب، طلب تعديل مادة، أو أكثر من مواد الدستور، ويجب أن يُذكر فى الطلب المواد المطلوب تعديلها، وأسباب التعديل.
وفى جميع الأحوال، يناقش مجلس النواب طلب التعديل خلال ثلاثين يوماً من تاريخ تسلمه، ويصدر المجلس قراره بقبول طلب التعديل كلياً، أو جزئياً بأغلبية أعضائه.
وإذا رُفض الطلب لا يجوز إعادة طلب تعديل المواد ذاتها قبل حلول دور الانعقاد التالى.
وإذا وافق المجلس على طلب التعديل، يناقش نصوص المواد المطلوب تعديلها بعد ستين يوماً من تاريخ الموافقة، فإذا وافق على التعديل ثلثا عدد أعضاء المجلس، عُرِضَ على الشعب لاستفتائه عليه خلال ثلاثين يوماً من تاريخ صدور هذه الموافقة، ويكون التعديل نافذاً من تاريخ إعلان النتيجة، وموافقة أغلبية عدد الأصوات الصحيحة للمشاركين فى الاستفتاء.
وفى جميع الأحوال، لا يجوز تعديل النصوص المتعلقة بإعادة انتخاب رئيس الجمهورية، أو بمبادئ الحرية، أو المساواة، ما لم يكن التعديل متعلقاً بالمزيد من الضمانات.",الباب السادس: الأحكام العامة والانتقالية,
6,1,227,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٧)
يشكل الدستور بديباجته وجميع نصوصه نسيجاً مترابطاً، وكـلاً لا يتجزأ، وتتكامل أحكامه فى وحدة عضوية متماسكة.",الباب السادس: الأحكام العامة والانتقالية,
6,1,228,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٨)
تتولى اللجنة العليا للانتخابات، ولجنة الانتخابات الرئاسية القائمتين فى تاريخ العمل بالدستور، الإشراف الكامل على أول انتخابات تشريعية، ورئاسية تالية للعمل به، وتؤول إلى الهيئة الوطنية للانتخابات فور تشكيلها أموال اللجنتين.",الباب السادس: الأحكام العامة والانتقالية,
6,1,229,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٢٩)
تكون انتخابات مجلس النواب التالية لتاريخ العمل بالدستور وفقاً لأحكام المادة (١٠٢) منه.",الباب السادس: الأحكام العامة والانتقالية,
6,1,230,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٠)
يجرى انتخاب رئيس الجمهورية أو مجلس النواب وفقا لما ينظمه القانون على أن تبدأ إجراءات الانتخابات الأولى منها خلال مدة لا تقل عن ثلاثين يوما ولا تتجاوز التسعين يوما من تاريخ العمل بالدستور.
وفى جميع الأحوال تبدأ الإجراءات الانتخابية التالية خلال مدة لا تجاوز ستة أشهر من تاريخ العمل بالدستور.",الباب السادس: الأحكام العامة والانتقالية,
6,1,231,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣١)
تبدأ مدة الرئاسة التالية للعمل بهذا الدستور من تاريخ إعلان النتيجة النهائية للانتخابات.",الباب السادس: الأحكام العامة والانتقالية,
6,1,232,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٢)
يستمر رئيس الجمهورية المؤقت فى مباشرة السلطات المقررة لرئيس الجمهورية فى الدستور حتى أداء رئيس الجمهورية المنتخب اليمين الدستورية.",الباب السادس: الأحكام العامة والانتقالية,
6,1,233,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٣)
إذا قام مانع مؤقت يحول دون مباشرة رئيس الجمهورية المؤقت لسلطاته، حل محله رئيس مجلس الوزراء.
وعند خلو منصب رئيس الجمهورية المؤقت للاستقالة، أو الوفاة، أو العجز الدائم عن العمل، أو لأى سبب آخر، حل محله بالصلاحيات ذاتها أقدم نواب رئيس المحكمة الدستورية العليا.",الباب السادس: الأحكام العامة والانتقالية,
6,1,234,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٤) (١)
يكون تعيين وزير الدفاع بعد موافقة المجلس الأعلى للقوات المسلحة.

__________________

(١) مستبدلة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.",الباب السادس: الأحكام العامة والانتقالية,
6,1,235,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٥)
يصدر مجلس النواب فى أول دور انعقاد له بعد العمل بهذا الدستور قانوناً لتنظيم بناء وترميم الكنائس، بما يكفل حرية ممارسة المسيحيين لشعائرهم الدينية.",الباب السادس: الأحكام العامة والانتقالية,
6,1,236,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٦)
تكفل الدولة وضع وتنفيذ خطة للتنمية الاقتصادية، والعمرانية الشاملة للمناطق الحدودية والمحرومة، ومنها الصعيد وسيناء ومطروح ومناطق النوبة، وذلك بمشاركة أهلها فى مشروعات التنمية وفى أولوية الاستفادة منها، مع مراعاة الأنماط الثقافية والبيئية للمجتمع المحلى، خلال عشر سنوات من تاريخ العمل بهذا الدستور، وذلك على النحو الذى ينظمه القانون.
وتعمل الدولة على وضع وتنفيذ مشروعات تعيد سكان النوبة إلى مناطقهم الأصلية وتنميتها خلال عشر سنوات، وذلك على النحو الذى ينظمه القانون.",الباب السادس: الأحكام العامة والانتقالية,
6,1,237,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٧)
تلتزم الدولة بمواجهة الإرهاب، بكافة صوره وأشكاله، وتعقب مصادر تمويله باعتباره تهديداً للوطن والمواطنين، مع ضمان الحقوق والحريات العامة.
وينظم القانون أحكام وإجراءات مكافحة الإرهاب والتعويض العادل عن الأضرار الناجمة عنه وبسببه.",الباب السادس: الأحكام العامة والانتقالية,
6,1,238,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٨)
تضمن الدولة تنفيذ التزامها بتخصيص الحد الأدنى لمعدلات الإنفاق الحكومى على التعليم، والتعليم العالى، والصحة، والبحث العلمى المقررة فى هذا الدستور تدريجياً اعتباراً من تاريخ العمل به، على أن تلتزم به كاملاً فى موازنة الدولة للسنة المالية ٢٠١٧/٢٠١٦.
وتلتزم الدولة بمد التعليم الإلزامى حتى تمام المرحلة الثانوية بطريقة تدريجية تكتمل فى العام الدراسى ٢٠١٧/٢٠١٦.",الباب السادس: الأحكام العامة والانتقالية,
6,1,239,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٣٩)
يصدر مجلس النواب قانونا بتنظيم قواعد ندب القضاة وأعضاء الجهات والهيئات القضائية، بما يضمن إلغاء الندب الكلى والجزئى لغير الجهات القضائية أو اللجان ذات الاختصاص القضائى أو لإدارة شئون العدالة أو الإشراف على الانتخابات، وذلك خلال مدة لا تتجاوز خمس سنوات من تاريخ العمل بهذا الدستور.",الباب السادس: الأحكام العامة والانتقالية,
6,1,240,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٠)
تكفل الدولة توفير الإمكانيات المادية والبشرية المتعلقة باستئناف الأحكام الصادرة فى الجنايات، وذلك خلال عشر سنوات من تاريخ العمل بهذا الدستور، وينظم القانون ذلك.",الباب السادس: الأحكام العامة والانتقالية,
6,1,241,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤١)
يلتزم مجلس النواب فى أول دور انعقاد له بعد نفاذ هذا الدستور بإصدار قانون للعدالة الانتقالية يكفل كشف الحقيقة، والمحاسبة، واقتراح أطر المصالحة الوطنية، وتعويض الضحايا، وذلك وفقاً للمعايير الدولية.",الباب السادس: الأحكام العامة والانتقالية,
6,1,241(1),"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤١ مكرراً) (١)
تنتهى مدة رئيس الجمهورية الحالى بانقضاء ست سنوات من تاريخ إعلان انتخابه رئيساً للجمهورية فى ٢٠١٨، ويجوز إعادة انتخابه لمرة تالية.

___________________

(١) مضافة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.",الباب السادس: الأحكام العامة والانتقالية,
6,1,242,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٢)
يستمر العمل بنظام الإدارة المحلية القائم إلى أن يتم تطبيق النظام المنصوص عليه فى الدستور بالتدريج خلال خمس سنوات من تاريخ نفاذه، ودون إخلال بأحكام مادة ( ١٨٠ ) من هذا الدستور.",الباب السادس: الأحكام العامة والانتقالية,
6,1,243,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٣) (١)
تعمل الدولة على تمثيل العمال والفلاحين تمثيلاً ملائماً فى مجلس النواب، وذلك على النحو الذى يُحدده القانون.

____________________

(١)، (٢) مستبدلتان بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.",الباب السادس: الأحكام العامة والانتقالية,
6,1,244,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٤) (٢)
تعمل الدولة على تمثيل الشباب والمسيحيين والأشخاص ذوى الإعاقة والمصريين المقيمين فى الخارج تمثيلاً ملائماً فى مجلس النواب، وذلك على النحو الذى يحدده القانون.

___________________

(١)، (٢) مستبدلتان بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.",الباب السادس: الأحكام العامة والانتقالية,
6,1,244(1),"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٤ مكرراً) (٣)
يسرى حكم الفقرة الأولى من مادة ١٠٢ المعدلة اعتباراً من الفصل التشريعى التالى للفصل القائم.

________________

(٣) مضافة بموجب الاستفتاء على تعديل الدستور الذى أجرى بالخارج أيام: ١٩، ٢٠، ٢١، وبالداخل أيام: ٢٠، ٢١، ٢٢ من إبريل سنة ٢٠١٩.",الباب السادس: الأحكام العامة والانتقالية,
6,1,245,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٥)
ينقل العاملون بمجلس الشورى الموجودون بالخدمة فى تاريخ العمل بالدستور إلى مجلس النواب، بذات درجاتهم، وأقدمياتهم التى يشغلونها فى هذا التاريخ، ويُحتفظ لهم بالمرتبات، والبدلات، والمكافآت، وسائر الحقوق المالية المقررة لهم بصفة شخصية، وتؤول إلى مجلس النواب أموال مجلس الشورى كاملة.",الباب السادس: الأحكام العامة والانتقالية,
6,1,246,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٦)
يُلغى الإعلان الدستورى الصادر فى الخامس من يولية سنة ٢٠١٣، والإعلان الدستورى الصادر فى الثامن من يوليو سنة ٢٠١٣، وأى نصوص دستورية أو أحكام وردت فى الدستور الصادر سنة ٢٠١٢ ولم تتناولها هذه الوثيقة الدستورية تعتبر ملغاة من تاريخ العمل بها، ويبقى نافذاً ما ترتب عليها من آثار.",الباب السادس: الأحكام العامة والانتقالية,
6,1,247,"الباب السادس: الأحكام العامة والانتقالية

مادة (٢٤٧)
يُعمل بهذه الوثيقة الدستورية من تاريخ إعلان موافقة الشعب عليها فى الاستفتاء، وذلك بأغلبية عدد الأصوات الصحيحة للمشاركين فيه.",الباب السادس: الأحكام العامة والانتقالية,
7,1,248,"الباب السابع: مجلس الشيوخ

مادة (٢٤٨)
يختص مجلس الشيوخ بدراسة واقتراح ما يراه كفيلاً بتوسيد دعائم الديمقراطية، ودعم السلام الاجتماعى والمقومات الأساسية للمجتمع وقيمه العليا والحقوق والحريات والواجبات العامة، وتعميق النظام الديموقراطى، وتوسيع مجالاته.",الباب السابع: مجلس الشيوخ,
7,1,249,"الباب السابع: مجلس الشيوخ

مادة (٢٤٩)
يؤخذ رأى مجلس الشيوخ فيما يأتى:
- الاقتراحات الخاصة بتعديل مادة أو أكثر من مواد الدستور.
- مشروع الخطة العامة للتنمية الاجتماعية والاقتصادية.
- معاهدات الصلح والتحالف وجميع المعاهدات التى تتعلق بحقوق السيادة.
- مشروعات القوانين ومشروعات القوانين المكملة للدستور التى تحال إليه من رئيس الجمهورية أو مجلس النواب.
- ما يحيله رئيس الجمهورية إلى المجلس من موضوعات تتصل بالسياسة العامة للدولة أو بسياستها فى الشئون العربية أو الخارجية.
ويبلغ المجلس رأيه فى هذه الأمور إلى رئيس الجمهورية ومجلس النواب.",الباب السابع: مجلس الشيوخ,
7,1,250,"الباب السابع: مجلس الشيوخ

مادة (٢٥٠)
يُشكل مجلس الشيوخ من عدد من الأعضاء يُحدده القانون على ألا يقل عن (١٨٠) عضواً.
وتكون مدة عضوية مجلس الشيوخ خمس سنوات، تبدأ من تاريخ أول اجتماع له، ويجرى انتخاب المجلس الجديد خلال الستين يوماً السابقة على انتهاء مدته.
وينتخب ثلثا أعضائه بالاقتراع العام السرى المباشر، ويعين رئيس الجمهورية الثلث الباقى. ويجرى انتخاب وتعيين أعضاء مجلس الشيوخ على النحو الذى ينظمه القانون.",الباب السابع: مجلس الشيوخ,
7,1,251,"الباب السابع: مجلس الشيوخ

مادة (٢٥١)
يشترط فيمن يترشح لعضوية مجلس الشيوخ أو من يعين فيه أن يكون مصرياً، متمتعاً بحقوقه المدنية والسياسية، حاصلاً على مؤهل جامعى أو ما يعادله على الأقل، وألا تقل سنه يوم فتح باب الترشح عن خمس وثلاثين سنة ميلادية.
ويبين القانون شروط الترشح الأخرى، ونظام الانتخاب، وتقسيم الدوائر الانتخابية، بما يُراعى التمثيل العادل للسكان والمحافظات، ويجوز الأخذ بالنظام الانتخابى الفردى، أو القائمة، أو الجمع بأى نسبة بينهما.",الباب السابع: مجلس الشيوخ,
7,1,252,"الباب السابع: مجلس الشيوخ

مادة (٢٥٢)
لا يجوز الجمع بين عضوية مجلس الشيوخ وعضوية مجلس النواب.",الباب السابع: مجلس الشيوخ,
